Wildlife,City,Month,Oxygen level,Temperature,Humidity,Wind speed,Drought,Topography,Intensity,Possibility of fire
325,"Lira, Uganda",March,Low,Low,High,Low,High,Low,Low,Low
215,"Jinja, Uganda",April,High,High,Low,High,Low,Low,High,High
485,"Mbale, Uganda",May,Low,Low,High,Low,High,High,Low,Low
215,"Masaka, Uganda",June,High,High,Low,High,Low,Low,High,High
365,"Mbarara, Uganda",July,Low,Low,High,Low,High,Low,Low,Low
412,"Kasese, Uganda",August,High,High,Low,High,Low,High,High,High
325,"Hoima, Uganda",September,Low,Low,High,Low,High,Low,Low,Low
215,"Arua, Uganda",October,High,High,Low,High,Low,Low,High,High
485,"Gulu, Uganda",November,Low,Low,High,Low,High,Low,Low,Low
215,"Kabale, Uganda",December,High,High,Low,High,Low,Low,High,High
365,"Kigali, Rwanda",January,Low,Low,High,Low,High,Low,Low,Low
412,"Butare, Rwanda",February,High,High,Low,High,Low,High,High,High
325,"Gitarama, Rwanda",March,Low,Low,High,Low,High,Low,Low,Low
215,"Gisenyi, Rwanda",April,High,High,Low,High,Low,Low,High,High
485,"Byumba, Rwanda",May,Low,Low,High,Low,High,High,Low,Low
215,"Cyangugu, Rwanda",June,High,High,Low,High,Low,Low,High,High
365,"Ruhengeri, Rwanda",July,Low,Low,High,Low,High,Low,Low,Low
412,"Kibungo, Rwanda",August,High,High,Low,High,Low,High,High,High
325,"Nyanza, Rwanda",September,Low,Low,High,Low,High,Low,Low,Low
215,"Kibuye, Rwanda",October,High,High,Low,High,Low,Low,High,High
485,"Rwamagana, Rwanda",November,Low,Low,High,Low,High,Low,Low,Low
215,"Muhanga, Rwanda",December,High,High,Low,High,Low,Low,High,High
365,"Auckland, New Zealand",January,Low,Low,High,Low,High,High,Low,Low
412,"Wellington, New Zealand",February,High,High,Low,High,Low,Low,High,High
325,"Christchurch, New Zealand",March,Low,Low,High,Low,High,High,Low,Low
215,"Hamilton, New Zealand",April,High,High,Low,High,Low,Low,High,High
485,"Dunedin, New Zealand",May,Low,Low,High,Low,High,Low,Low,Low
215,"Tauranga, New Zealand",June,High,High,Low,High,Low,High,High,High
365,"Napier-Hastings, New Zealand",July,Low,Low,High,Low,High,Low,Low,Low
412,"Dunedin, New Zealand",August,High,High,Low,High,Low,Low,High,High
325,"Palmerston North, New Zealand",September,Low,Low,High,Low,High,Low,Low,Low
215,"Nelson, New Zealand",October,High,High,Low,High,Low,Low,High,High
485,"Rotorua, New Zealand",November,Low,Low,High,Low,High,Low,Low,Low
215,"New Plymouth, New Zealand",December,High,High,Low,High,Low,Low,High,High
365,"Jakarta, Indonesia",January,Low,Low,High,Low,High,Low,Low,Low
412,"Surabaya, Indonesia",February,High,High,Low,High,Low,High,High,High
325,"Bandung, Indonesia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Medan, Indonesia",April,High,High,Low,High,Low,Low,High,High
485,"Semarang, Indonesia",May,Low,Low,High,Low,High,High,Low,Low
215,"Palembang, Indonesia",June,High,High,Low,High,Low,Low,High,High
365,"Makassar, Indonesia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Bekasi, Indonesia",August,High,High,Low,High,Low,High,High,High
325,"Tangerang, Indonesia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Depok, Indonesia",October,High,High,Low,High,Low,Low,High,High
485,"Batam, Indonesia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Padang, Indonesia",December,High,High,Low,High,Low,Low,High,High
365,"Manila, Philippines",January,Low,Low,High,Low,High,Low,Low,Low
412,"Quezon City, Philippines",February,High,High,Low,High,Low,High,High,High
325,"Davao City, Philippines",March,Low,Low,High,Low,High,Low,Low,Low
215,"Cebu City, Philippines",April,High,High,Low,High,Low,Low,High,High
485,"Zamboanga City, Philippines",May,Low,Low,High,Low,High,High,Low,Low
215,"Taguig, Philippines",June,High,High,Low,High,Low,High,High,High
365,"Antipolo, Philippines",July,Low,Low,High,Low,High,Low,Low,Low
412,"Pasig, Philippines",August,High,High,Low,High,Low,Low,High,High
325,"Cagayan de Oro, Philippines",September,Low,Low,High,Low,High,Low,Low,Low
215,"Parañaque, Philippines",October,High,High,Low,High,Low,Low,High,High
485,"Makati, Philippines",November,Low,Low,High,Low,High,Low,Low,Low
215,"Iloilo City, Philippines",December,High,High,Low,High,Low,Low,High,High
365,"Phnom Penh, Cambodia",January,Low,Low,High,Low,High,High,Low,Low
412,"Siem Reap, Cambodia",February,High,High,Low,High,Low,Low,High,High
325,"Sihanoukville, Cambodia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Battambang, Cambodia",April,High,High,Low,High,Low,Low,High,High
485,"Kampot, Cambodia",May,Low,Low,High,Low,High,High,Low,Low
215,"Kep, Cambodia",June,High,High,Low,High,Low,High,High,High
365,"Banlung, Cambodia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Koh Kong, Cambodia",August,High,High,Low,High,Low,High,High,High
325,"Kratie, Cambodia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Kampong Cham, Cambodia",October,High,High,Low,High,Low,Low,High,High
485,"Kampong Thom, Cambodia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Pailin, Cambodia",December,High,High,Low,High,Low,Low,High,High
365,"Yangon, Myanmar",January,Low,Low,High,Low,High,Low,Low,Low
412,"Mandalay, Myanmar",February,High,High,Low,High,Low,High,High,High
325,"Naypyidaw, Myanmar",March,Low,Low,High,Low,High,Low,Low,Low
215,"Bagan, Myanmar",April,High,High,Low,High,Low,Low,High,High
485,"Inle Lake, Myanmar",May,Low,Low,High,Low,High,High,Low,Low
215,"Bago, Myanmar",June,High,High,Low,High,Low,High,High,High
365,"Hpa-An, Myanmar",July,Low,Low,High,Low,High,Low,Low,Low
412,"Myeik, Myanmar",August,High,High,Low,High,Low,High,High,High
325,"Pyin Oo Lwin, Myanmar",September,Low,Low,High,Low,High,Low,Low,Low
215,"Dawei, Myanmar",October,High,High,Low,High,Low,Low,High,High
485,"Mawlamyine, Myanmar",November,Low,Low,High,Low,High,Low,Low,Low
215,"Pathein, Myanmar",December,High,High,Low,High,Low,Low,High,High
365,"Phuket, Thailand",January,Low,Low,High,Low,High,High,Low,Low
412,"Bangkok, Thailand",February,High,High,Low,High,Low,High,High,High
325,"Chiang Mai, Thailand",March,Low,Low,High,Low,High,Low,Low,Low
215,"Pattaya, Thailand",April,High,High,Low,High,Low,Low,High,High
485,"Krabi, Thailand",May,Low,Low,High,Low,High,High,Low,Low
215,"Hua Hin, Thailand",June,High,High,Low,High,Low,High,High,High
365,"Ayutthaya, Thailand",July,Low,Low,High,Low,High,Low,Low,Low
412,"Kanchanaburi, Thailand",August,High,High,Low,High,Low,High,High,High
325,"Chiang Rai, Thailand",September,Low,Low,High,Low,High,Low,Low,Low
215,"Udon Thani, Thailand",October,High,High,Low,High,Low,Low,High,High
485,"Nakhon Ratchasima, Thailand",November,Low,Low,High,Low,High,Low,Low,Low
215,"Surat Thani, Thailand",December,High,High,Low,High,Low,Low,High,High
365,"Cebu City, Philippines",January,Low,Low,High,Low,High,High,Low,Low
412,"Manila, Philippines",February,High,High,Low,High,Low,High,High,High
325,"Davao City, Philippines",March,Low,Low,High,Low,High,Low,Low,Low
215,"Baguio, Philippines",April,High,High,Low,High,Low,Low,High,High
485,"Bohol, Philippines",May,Low,Low,High,Low,High,High,Low,Low
215,"Iloilo City, Philippines",June,High,High,Low,High,Low,High,High,High
365,"Bacolod City, Philippines",July,Low,Low,High,Low,High,Low,Low,Low
412,"Cagayan de Oro, Philippines",August,High,High,Low,High,Low,High,High,High
325,"Zamboanga City, Philippines",September,Low,Low,High,Low,High,Low,Low,Low
215,"Tacloban City, Philippines",October,High,High,Low,High,Low,Low,High,High
485,"Puerto Princesa, Philippines",November,Low,Low,High,Low,High,Low,Low,Low
215,"Angeles City, Philippines",December,High,High,Low,High,Low,Low,High,High
365,"Jakarta, Indonesia",January,Low,Low,High,Low,High,Low,Low,Low
412,"Bali, Indonesia",February,High,High,Low,High,Low,High,High,High
325,"Surabaya, Indonesia",March,Low,Low,High,Low,High,High,Low,Low
215,"Yogyakarta, Indonesia",April,High,High,Low,High,Low,Low,High,High
485,"Medan, Indonesia",May,Low,Low,High,Low,High,High,Low,Low
215,"Bandung, Indonesia",June,High,High,Low,High,Low,High,High,High
365,"Semarang, Indonesia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Makassar, Indonesia",August,High,High,Low,High,Low,High,High,High
325,"Palembang, Indonesia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Balikpapan, Indonesia",October,High,High,Low,High,Low,Low,High,High
485,"Manado, Indonesia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Padang, Indonesia",December,High,High,Low,High,Low,Low,High,High
365,"Kuala Lumpur, Malaysia",January,Low,Low,High,Low,High,High,Low,Low
412,"Penang, Malaysia",February,High,High,Low,High,Low,Low,High,High
325,"Langkawi, Malaysia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Malacca, Malaysia",April,High,High,Low,High,Low,Low,High,High
485,"Kuching, Malaysia",May,Low,Low,High,Low,High,High,Low,Low
215,"Kota Kinabalu, Malaysia",June,High,High,Low,High,Low,High,High,High
365,"Johor Bahru, Malaysia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Ipoh, Malaysia",August,High,High,Low,High,Low,High,High,High
325,"Kuantan, Malaysia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Alor Setar, Malaysia",October,High,High,Low,High,Low,Low,High,High
485,"Kota Bharu, Malaysia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Sandakan, Malaysia",December,High,High,Low,High,Low,Low,High,High
365,"Dhaka, Bangladesh",January,Low,Low,High,Low,High,High,Low,Low
412,"Chittagong, Bangladesh",February,High,High,Low,High,Low,High,High,High
325,"Khulna, Bangladesh",March,Low,Low,High,Low,High,Low,Low,Low
215,"Rajshahi, Bangladesh",April,High,High,Low,High,Low,Low,High,High
485,"Barisal, Bangladesh",May,Low,Low,High,Low,High,High,Low,Low
215,"Sylhet, Bangladesh",June,High,High,Low,High,Low,High,High,High
365,"Comilla, Bangladesh",July,Low,Low,High,Low,High,Low,Low,Low
412,"Rangpur, Bangladesh",August,High,High,Low,High,Low,High,High,High
325,"Narayanganj, Bangladesh",September,Low,Low,High,Low,High,Low,Low,Low
215,"Gazipur, Bangladesh",October,High,High,Low,High,Low,Low,High,High
485,"Bogra, Bangladesh",November,Low,Low,High,Low,High,Low,Low,Low
215,"Dinajpur, Bangladesh",December,High,High,Low,High,Low,Low,High,High
365,"Colombo, Sri Lanka",January,Low,Low,High,Low,High,High,Low,Low
412,"Kandy, Sri Lanka",February,High,High,Low,High,Low,Low,High,High
325,"Galle, Sri Lanka",March,Low,Low,High,Low,High,Low,Low,Low
215,"Jaffna, Sri Lanka",April,High,High,Low,High,Low,Low,High,High
485,"Negombo, Sri Lanka",May,Low,Low,High,Low,High,High,Low,Low
215,"Trincomalee, Sri Lanka",June,High,High,Low,High,Low,High,High,High
365,"Batticaloa, Sri Lanka",July,Low,Low,High,Low,High,Low,Low,Low
412,"Matara, Sri Lanka",August,High,High,Low,High,Low,High,High,High
325,"Anuradhapura, Sri Lanka",September,Low,Low,High,Low,High,Low,Low,Low
215,"Kalmunai, Sri Lanka",October,High,High,Low,High,Low,Low,High,High
485,"Kalutara, Sri Lanka",November,Low,Low,High,Low,High,Low,Low,Low
215,"Point Pedro, Sri Lanka",December,High,High,Low,High,Low,Low,High,High
365,"Male, Maldives",January,Low,Low,High,Low,High,High,Low,Low
412,"Addu City, Maldives",February,High,High,Low,High,Low,Low,High,High
325,"Fuvahmulah, Maldives",March,Low,Low,High,Low,High,Low,Low,Low
215,"Kulhudhuffushi, Maldives",April,High,High,Low,High,Low,Low,High,High
485,"Thinadhoo, Maldives",May,Low,Low,High,Low,High,High,Low,Low
215,"Hithadhoo, Maldives",June,High,High,Low,High,Low,High,High,High
365,"Naifaru, Maldives",July,Low,Low,High,Low,High,Low,Low,Low
412,"Dhidhdhoo, Maldives",August,High,High,Low,High,Low,High,High,High
325,"Mahibadhoo, Maldives",September,Low,Low,High,Low,High,Low,Low,Low
215,"Thulusdhoo, Maldives",October,High,High,Low,High,Low,Low,High,High
485,"Eydhafushi, Maldives",November,Low,Low,High,Low,High,Low,Low,Low
215,"Manadhoo, Maldives",December,High,High,Low,High,Low,Low,High,High
365,"Ulaanbaatar, Mongolia",January,Low,Low,High,Low,High,High,Low,Low
412,"Darkhan, Mongolia",February,High,High,Low,High,Low,High,High,High
325,"Erdenet, Mongolia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Choibalsan, Mongolia",April,High,High,Low,High,Low,Low,High,High
485,"Khovd, Mongolia",May,Low,Low,High,Low,High,High,Low,Low
215,"Olgii, Mongolia",June,High,High,Low,High,Low,High,High,High
365,"Bayankhongor, Mongolia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Ulaangom, Mongolia",August,High,High,Low,High,Low,High,High,High
325,"Arvaikheer, Mongolia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Mandalgovi, Mongolia",October,High,High,Low,High,Low,Low,High,High
485,"Zuunmod, Mongolia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Baruun-Urt, Mongolia",December,High,High,Low,High,Low,Low,High,High
365,"Ashgabat, Turkmenistan",January,Low,Low,High,Low,High,High,Low,Low
412,"Turkmenabat, Turkmenistan",February,High,High,Low,High,Low,High,High,High
325,"Dasoguz, Turkmenistan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mary, Turkmenistan",April,High,High,Low,High,Low,Low,High,High
485,"Balkanabat, Turkmenistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Bayramaly, Turkmenistan",June,High,High,Low,High,Low,High,High,High
365,"Tejen, Turkmenistan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Gazanjyk, Turkmenistan",August,High,High,Low,High,Low,High,High,High
325,"Boldumsaz, Turkmenistan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Tagta, Turkmenistan",October,High,High,Low,High,Low,Low,High,High
485,"Yoloeten, Turkmenistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Kaka, Turkmenistan",December,High,High,Low,High,Low,Low,High,High
365,"Dushanbe, Tajikistan",January,Low,Low,High,Low,High,High,Low,Low
412,"Khujand, Tajikistan",February,High,High,Low,High,Low,High,High,High
325,"Kulob, Tajikistan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Qurghonteppa, Tajikistan",April,High,High,Low,High,Low,Low,High,High
485,"Istaravshan, Tajikistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Vahdat, Tajikistan",June,High,High,Low,High,Low,High,High,High
365,"Tursunzoda, Tajikistan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Isfara, Tajikistan",August,High,High,Low,High,Low,High,High,High
325,"Panjakent, Tajikistan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Konibodom, Tajikistan",October,High,High,Low,High,Low,Low,High,High
485,"Khorugh, Tajikistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Yovon, Tajikistan",December,High,High,Low,High,Low,Low,High,High
365,"Tashkent, Uzbekistan",January,Low,Low,High,Low,High,High,Low,Low
412,"Namangan, Uzbekistan",February,High,High,Low,High,Low,High,High,High
325,"Samarkand, Uzbekistan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Andijan, Uzbekistan",April,High,High,Low,High,Low,Low,High,High
485,"Nukus, Uzbekistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Qarshi, Uzbekistan",June,High,High,Low,High,Low,High,High,High
365,"Bukhara, Uzbekistan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Navoiy, Uzbekistan",August,High,High,Low,High,Low,High,High,High
325,"Urgench, Uzbekistan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Fergana, Uzbekistan",October,High,High,Low,High,Low,Low,High,High
485,"Margilan, Uzbekistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Andijan, Uzbekistan",December,High,High,Low,High,Low,Low,High,High
365,"Bishkek, Kyrgyzstan",January,Low,Low,High,Low,High,High,Low,Low
412,"Osh, Kyrgyzstan",February,High,High,Low,High,Low,High,High,High
325,"Jalal-Abad, Kyrgyzstan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Karakol, Kyrgyzstan",April,High,High,Low,High,Low,Low,High,High
485,"Tokmok, Kyrgyzstan",May,Low,Low,High,Low,High,High,Low,Low
215,"Talas, Kyrgyzstan",June,High,High,Low,High,Low,High,High,High
365,"Balykchy, Kyrgyzstan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Naryn, Kyrgyzstan",August,High,High,Low,High,Low,High,High,High
325,"Batken, Kyrgyzstan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Isfana, Kyrgyzstan",October,High,High,Low,High,Low,Low,High,High
485,"Kyzyl-Kiya, Kyrgyzstan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Kara-Balta, Kyrgyzstan",December,High,High,Low,High,Low,Low,High,High
365,"Dushanbe, Tajikistan",January,Low,Low,High,Low,High,High,Low,Low
412,"Khujand, Tajikistan",February,High,High,Low,High,Low,High,High,High
325,"Kulob, Tajikistan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Qurghonteppa, Tajikistan",April,High,High,Low,High,Low,Low,High,High
485,"Istaravshan, Tajikistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Vahdat, Tajikistan",June,High,High,Low,High,Low,High,High,High
365,"Tursunzoda, Tajikistan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Isfara, Tajikistan",August,High,High,Low,High,Low,High,High,High
325,"Panjakent, Tajikistan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Konibodom, Tajikistan",October,High,High,Low,High,Low,Low,High,High
485,"Khorugh, Tajikistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Yovon, Tajikistan",December,High,High,Low,High,Low,Low,High,High
365,"Almaty, Kazakhstan",January,Low,Low,High,Low,High,High,Low,Low
412,"Nur-Sultan, Kazakhstan",February,High,High,Low,High,Low,High,High,High
325,"Shymkent, Kazakhstan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Karaganda, Kazakhstan",April,High,High,Low,High,Low,Low,High,High
485,"Aktobe, Kazakhstan",May,Low,Low,High,Low,High,High,Low,Low
215,"Taraz, Kazakhstan",June,High,High,Low,High,Low,High,High,High
365,"Pavlodar, Kazakhstan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Ust-Kamenogorsk, Kazakhstan",August,High,High,Low,High,Low,High,High,High
325,"Semey, Kazakhstan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Atyrau, Kazakhstan",October,High,High,Low,High,Low,Low,High,High
485,"Petropavl, Kazakhstan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Oral, Kazakhstan",December,High,High,Low,High,Low,Low,High,High
365,"Ashgabat, Turkmenistan",January,Low,Low,High,Low,High,High,Low,Low
412,"Turkmenabat, Turkmenistan",February,High,High,Low,High,Low,High,High,High
325,"Dashoguz, Turkmenistan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mary, Turkmenistan",April,High,High,Low,High,Low,Low,High,High
485,"Balkanabat, Turkmenistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Bayramaly, Turkmenistan",June,High,High,Low,High,Low,High,High,High
365,"Turkmenbashi, Turkmenistan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Tejen, Turkmenistan",August,High,High,Low,High,Low,High,High,High
325,"Abadan, Turkmenistan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Bereket, Turkmenistan",October,High,High,Low,High,Low,Low,High,High
485,"Serhetabat, Turkmenistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Gazojak, Turkmenistan",December,High,High,Low,High,Low,Low,High,High
365,"Baku, Azerbaijan",January,Low,Low,High,Low,High,High,Low,Low
412,"Ganja, Azerbaijan",February,High,High,Low,High,Low,High,High,High
325,"Sumgait, Azerbaijan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mingachevir, Azerbaijan",April,High,High,Low,High,Low,Low,High,High
485,"Lankaran, Azerbaijan",May,Low,Low,High,Low,High,High,Low,Low
215,"Shirvan, Azerbaijan",June,High,High,Low,High,Low,High,High,High
365,"Sheki, Azerbaijan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Yevlakh, Azerbaijan",August,High,High,Low,High,Low,High,High,High
325,"Nakhchivan, Azerbaijan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Shusha, Azerbaijan",October,High,High,Low,High,Low,Low,High,High
485,"Khachmaz, Azerbaijan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Agdam, Azerbaijan",December,High,High,Low,High,Low,Low,High,High
365,"Tbilisi, Georgia",January,Low,Low,High,Low,High,High,Low,Low
412,"Kutaisi, Georgia",February,High,High,Low,High,Low,High,High,High
325,"Batumi, Georgia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Rustavi, Georgia",April,High,High,Low,High,Low,Low,High,High
485,"Zugdidi, Georgia",May,Low,Low,High,Low,High,High,Low,Low
215,"Gori, Georgia",June,High,High,Low,High,Low,High,High,High
365,"Poti, Georgia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Samtredia, Georgia",August,High,High,Low,High,Low,High,High,High
325,"Khashuri, Georgia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Senaki, Georgia",October,High,High,Low,High,Low,Low,High,High
485,"Marneuli, Georgia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Telavi, Georgia",December,High,High,Low,High,Low,Low,High,High
365,"Yerevan, Armenia",January,Low,Low,High,Low,High,High,Low,Low
412,"Gyumri, Armenia",February,High,High,Low,High,Low,High,High,High
325,"Vanadzor, Armenia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Vagharshapat, Armenia",April,High,High,Low,High,Low,Low,High,High
